Log initialized at: 2025-03-08 21:32:01
Test for MPI with 2 threads
Temps pour une étape : 0.000163787 secondes
Temps pour une étape : 0.000133276 secondes
Temps pour une étape : 0.000125412 secondes
Temps pour une étape : 0.000145674 secondes
Temps pour une étape : 0.000171658 secondes
Temps pour une étape : 0.000126876 secondes
Temps pour une étape : 0.000122248 secondes
Temps pour une étape : 0.000124085 secondes
Temps pour une étape : 0.000123364 secondes
Temps pour une étape : 0.000127806 secondes
Temps pour une étape : 0.000134997 secondes
Temps pour une étape : 0.000151117 secondes
Temps pour une étape : 0.00013676 secondes
Temps pour une étape : 0.000123457 secondes
Temps pour une étape : 0.000129625 secondes
Temps pour une étape : 0.000128286 secondes
Temps pour une étape : 0.000129247 secondes
Temps pour une étape : 0.00011678 secondes
Temps pour une étape : 0.000125203 secondes
Temps pour une étape : 0.000117374 secondes
Temps pour une étape : 0.000129061 secondes
Temps pour une étape : 0.00012653 secondes
Temps pour une étape : 0.000126031 secondes
Temps pour une étape : 0.000126006 secondes
Temps pour une étape : 0.000125713 secondes
Temps pour une étape : 0.000125781 secondes
Temps pour une étape : 0.000118763 secondes
Temps pour une étape : 0.000121574 secondes
